filePath1,filePath2,file1,file2,outFile
./,../expected/linux/,nmDotPlot1.png,nmDotPlot1.png,_nmDotPlot1.png
./,../expected/linux/,nmDotPlot2.png,nmDotPlot2.png,_nmDotPlot2.png
./,../expected/linux/,nmDotPlot3.png,nmDotPlot3.png,_nmDotPlot3.png
./,../expected/linux/,nmDotPlot4.png,nmDotPlot4.png,_nmDotPlot4.png
./,../expected/linux/,nmDotPlot5.png,nmDotPlot5.png,_nmDotPlot5.png
./,../expected/linux/,nmDotPlot6.png,nmDotPlot6.png,_nmDotPlot6.png
./,../expected/linux/,nmDotPlot7.png,nmDotPlot7.png,_nmDotPlot7.png
./,../expected/linux/,timeEventPlots1.png,timeEventPlots1.png,_timeEventPlots1.png
./,../expected/linux/,timeEventPlots2.png,timeEventPlots2.png,_timeEventPlots2.png
./,../expected/linux/,nmScatterPlot_st1.png,nmScatterPlot_st1.png,_nmScatterPlot_st1.png
./,../expected/linux/,nmScatterPlot_st2.png,nmScatterPlot_st2.png,_nmScatterPlot_st2.png
./,../expected/linux/,nmScatterPlot_st3.png,nmScatterPlot_st3.png,_nmScatterPlot_st3.png
./,../expected/linux/,nmScatterPlot_st4.png,nmScatterPlot_st4.png,_nmScatterPlot_st4.png
./,../expected/linux/,nmScatterPlot_st5.png,nmScatterPlot_st5.png,_nmScatterPlot_st5.png
./,../expected/linux/,nmScatterPlot_st6.png,nmScatterPlot_st6.png,_nmScatterPlot_st6.png
./,../expected/linux/,nmScatterPlot_st7.png,nmScatterPlot_st7.png,_nmScatterPlot_st7.png
./,../expected/linux/,nmScatterPlot_st8.png,nmScatterPlot_st8.png,_nmScatterPlot_st8.png
./,../expected/linux/,nmScatterPlot_st9.png,nmScatterPlot_st9.png,_nmScatterPlot_st9.png
./,../expected/linux/,nmScatterPlot_st10.png,nmScatterPlot_st10.png,_nmScatterPlot_st10.png
./,../expected/linux/,nmScatterPlot_st11.png,nmScatterPlot_st11.png,_nmScatterPlot_st11.png
./,../expected/linux/,nmScatterPlot_st12.png,nmScatterPlot_st12.png,_nmScatterPlot_st12.png
./,../expected/linux/,nmScatterPlot_st13.png,nmScatterPlot_st13.png,_nmScatterPlot_st13.png
./,../expected/linux/,nmScatterPlot_st14.png,nmScatterPlot_st14.png,_nmScatterPlot_st14.png
./,../expected/linux/,nmScatterPlot_st15.png,nmScatterPlot_st15.png,_nmScatterPlot_st15.png
./,../expected/linux/,nmScatterPlot_st16.png,nmScatterPlot_st16.png,_nmScatterPlot_st16.png
./,../expected/linux/,nmQQNorm_st1.png,nmQQNorm_st1.png,_nmQQNorm_st1.png
./,../expected/linux/,nmQQNorm_st2.png,nmQQNorm_st2.png,_nmQQNorm_st2.png
./,../expected/linux/,nmQQNorm_st3.png,nmQQNorm_st3.png,_nmQQNorm_st3.png
./,../expected/linux/,nmQQNorm_st4.png,nmQQNorm_st4.png,_nmQQNorm_st4.png
./,../expected/linux/,nmQQNorm_st5.png,nmQQNorm_st5.png,_nmQQNorm_st5.png
./,../expected/linux/,nmQQNorm_st6.png,nmQQNorm_st6.png,_nmQQNorm_st6.png
./,../expected/linux/,nmQQNorm_st7.png,nmQQNorm_st7.png,_nmQQNorm_st7.png
./,../expected/linux/,nmQQNorm_st8.png,nmQQNorm_st8.png,_nmQQNorm_st8.png
./,../expected/linux/,nmBoxPlot_st1.png,nmBoxPlot_st1.png,_nmBoxPlot_st1.png
./,../expected/linux/,nmBoxPlot_st2.png,nmBoxPlot_st2.png,_nmBoxPlot_st2.png
./,../expected/linux/,nmBoxPlot_st3.png,nmBoxPlot_st3.png,_nmBoxPlot_st3.png
./,../expected/linux/,nmBoxPlot_st4.png,nmBoxPlot_st4.png,_nmBoxPlot_st4.png
./,../expected/linux/,nmBoxPlot_st5.png,nmBoxPlot_st5.png,_nmBoxPlot_st5.png
./,../expected/linux/,nmScatterMatrix_st1.png,nmScatterMatrix_st1.png,_nmScatterMatrix_st1.png
./,../expected/linux/,nmScatterMatrix_st2.png,nmScatterMatrix_st2.png,_nmScatterMatrix_st2.png
./,../expected/linux/,nmScatterMatrix_st3.png,nmScatterMatrix_st3.png,_nmScatterMatrix_st3.png
./,../expected/linux/,nmScatterMatrix_st4.png,nmScatterMatrix_st4.png,_nmScatterMatrix_st4.png
./,../expected/linux/,nmHistogram_st1.png,nmHistogram_st1.png,_nmHistogram_st1.png
./,../expected/linux/,nmHistogram_st2.png,nmHistogram_st2.png,_nmHistogram_st2.png
./,../expected/linux/,nmHistogram_st3.png,nmHistogram_st3.png,_nmHistogram_st3.png
./,../expected/linux/,nmHistogram_st4.png,nmHistogram_st4.png,_nmHistogram_st4.png
./,../expected/linux/,nmACPlot_st1.png,nmACPlot_st1.png,_nmACPlot_st1.png
./,../expected/linux/,nmBarChart_st1.png,nmBarChart_st1.png,_nmBarChart_st1.png
./,../expected/linux/,nmBarChart_st2.png,nmBarChart_st2.png,_nmBarChart_st2.png
./,../expected/linux/,nmBoxPlot_st1.png,nmBoxPlot_st1.png,_nmBoxPlot_st1.png
./,../expected/linux/,nmBoxPlot_st2.png,nmBoxPlot_st2.png,_nmBoxPlot_st2.png
./,../expected/linux/,nmBoxPlot_st3.png,nmBoxPlot_st3.png,_nmBoxPlot_st3.png
./,../expected/linux/,nmBoxPlot_st4.png,nmBoxPlot_st4.png,_nmBoxPlot_st4.png
./,../expected/linux/,nmBoxPlot_st5.png,nmBoxPlot_st5.png,_nmBoxPlot_st5.png
./,../expected/linux/,nmBoxPlot_st6.png,nmBoxPlot_st6.png,_nmBoxPlot_st6.png
./,../expected/linux/,nmDotPlot_st1.png,nmDotPlot_st1.png,_nmDotPlot_st1.png
./,../expected/linux/,nmDotPlot_st2.png,nmDotPlot_st2.png,_nmDotPlot_st2.png
./,../expected/linux/,nmDotPlot_st3.png,nmDotPlot_st3.png,_nmDotPlot_st3.png
./,../expected/linux/,nmDotPlot_st4.png,nmDotPlot_st4.png,_nmDotPlot_st4.png
./,../expected/linux/,nmDotPlot_st5.png,nmDotPlot_st5.png,_nmDotPlot_st5.png
./,../expected/linux/,nmDotPlot_st6.png,nmDotPlot_st6.png,_nmDotPlot_st6.png
./,../expected/linux/,nmDotPlot_st7.png,nmDotPlot_st7.png,_nmDotPlot_st7.png
./,../expected/linux/,timeEventPlots_st1.png,timeEventPlots_st1.png,_timeEventPlots_st1.png
./,../expected/linux/,timeEventPlots_st2.png,timeEventPlots_st2.png,_timeEventPlots_st2.png
